,accuracy,AUC,f1_score,curve
12,0.8195104128607965,0.6414541078988791,0.3081232492997199,
13,0.8097845284351819,0.6941523487878987,0.37565217391304345,
14,0.8066838046272493,0.7166610214001112,0.3891145410235581,
15,0.7968341785769172,0.7790966422967182,0.5503401360544218,
16,0.7652982184353214,0.821195628100638,0.6905005107252299,
