,accuracy,AUC,f1_score,curve
12,0.8032683846637335,0.8539801469372151,0.6422857142857143,
13,0.8038053649407361,0.8489840016173291,0.6448334274421231,
14,0.8096922532720198,0.8342080732421804,0.5829457364341085,
15,0.7946022727272727,0.8438896402012994,0.6608818011257034,
16,0.758257203092059,0.8394576828022149,0.732295719844358,
