HIP09029.tsv	0.21324799173254066
HIP09041.tsv	0.2391965695469904
HIP09062.tsv	0.19870321490905352
HIP09097.tsv	0.26542596784882416
HIP09119.tsv	0.16223235738221756
HIP09122.tsv	0.19974961495906937
HIP09150.tsv	0.23933464406783717
HIP09190.tsv	0.1853107362224608
HIP09235.tsv	0.21858387853043448
HIP09284.tsv	0.18006255580297675
HIP09365.tsv	0.16226783138211373
HIP09366.tsv	0.15911594952834784
HIP09430.tsv	0.2089555080487861
HIP09624.tsv	0.17440703232974014
HIP09681.tsv	0.4025505691724273
HIP09775.tsv	0.2575352333390172
HIP09789.tsv	0.2231869595051403
HIP10358.tsv	0.2216080023885878
HIP10376.tsv	0.18212093007141716
HIP10377.tsv	0.2147319424564207
