,accuracy,AUC,f1_score,curve
12,0.8346951602765557,0.9041876778325894,0.7461389961389961,
13,0.8290704928259514,0.895563248468989,0.7445221445221445,
14,0.808631057658295,0.8695766719636415,0.6662553979025293,
15,0.8174715909090909,0.8886274926818023,0.734229576008273,
16,0.8039353478566409,0.8892262838335592,0.8018465909090909,
