,accuracy,AUC,f1_score,curve
12,0.8104965430546826,0.8508961146112152,0.6606640405177265,
13,0.8036494073611977,0.8586336295407877,0.6638184245660881,
14,0.8070982195495814,0.8292413882579321,0.5768235902741853,
15,0.7960227272727273,0.8463930147639835,0.6790344210996871,
16,0.7561489810260014,0.8340846126121844,0.716734693877551,
