,accuracy,AUC,f1_score,curve
12,0.8306096794468888,0.9040416167497742,0.751039260969977,
13,0.8253275109170306,0.8991648153700775,0.73421926910299,
14,0.8254922768541446,0.8818824920062194,0.6843003412969283,
15,0.8139204545454546,0.8870983599842834,0.7254819782062027,
16,0.8021784961349262,0.8849422591747662,0.8032156588605383,
