,accuracy,AUC,f1_score,curve
12,0.847894406033941,0.9134111950959083,0.7565392354124748,
13,0.8334373050530256,0.9021476176198004,0.740272373540856,
14,0.8177101756868294,0.8849139569416666,0.6933756445854818,
15,0.8113636363636364,0.8832146678574897,0.7236787349146899,
16,0.8120168657765284,0.8907927073184256,0.8098115890508354,
