,accuracy,AUC,f1_score,curve
12,0.8211816467630421,0.886215253977617,0.7187345526445873,
13,0.8150343106674984,0.8844789508713589,0.7155875299760193,
14,0.7996698502535078,0.8481446903435457,0.6569755703613972,
15,0.805965909090909,0.8740729920445863,0.7122999157540016,
16,0.7793394237526353,0.8634074017965352,0.7658463832960476,
